id_a,id_b,short_a,short_b,label_a,label_b,same_label,mode_a,mode_b,activity_a,activity_b,clip_cosine,phash_sim,clip_minus_phash
bb6bb333-8c8f-5ea7-8de3-28f2c76b4b58,f543a490-cbee-51af-a579-2a0759c93f0f,bb6bb333,f543a490,ontask,ontask,1,session,session,The user is seeing a pop-up window titled 'FocusGuard Agent' with instructions in Chinese. The text indicates 'Rest ende,shopping online,0.769496,0.703125,0.066371
710cf89d-f859-593e-a988-988f41bf6b0f,e308367d-523f-508c-ac1f-7f817ec62188,710cf89d,e308367d,ontask,ontask,1,guardian,guardian,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.",reading an article on zenn.dev,0.769319,0.65625,0.113069
ad5aaf5f-5a17-5eb8-bc9a-f614539a3972,e308367d-523f-508c-ac1f-7f817ec62188,ad5aaf5f,e308367d,ontask,ontask,1,guardian,guardian,user is interacting with a blocked application or task manager,reading an article on zenn.dev,0.769139,0.71875,0.050389
710cf89d-f859-593e-a988-988f41bf6b0f,9564681e-3740-56c4-aebb-e91bbe5e8984,710cf89d,9564681e,ontask,ontask,1,guardian,guardian,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.",Reading documentation and code,0.768754,0.5,0.268754
3f304421-40f7-5a0f-88f9-15e514c25442,e308367d-523f-508c-ac1f-7f817ec62188,3f304421,e308367d,ontask,ontask,1,session,guardian,using ChatGPT,reading an article on zenn.dev,0.768142,0.671875,0.096267
7b731675-22bc-5aea-97b4-6e4257cc09e7,82e251b1-4374-54d7-b5aa-60f5774d6a50,7b731675,82e251b1,ontask,ontask,1,guardian,guardian,browsing files in a directory,editing a resume in Overleaf,0.768119,0.40625,0.361869
7b53754b-34cb-5caa-bd5d-074bf0bff058,ffc8db33-1d0f-51a0-99e3-da6f730124d7,7b53754b,ffc8db33,ontask,process,0,guardian,session,Using an AI coding assistant (Cursor IDE) to review code changes and chat about development tasks.,"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia",0.766317,0.46875,0.297567
5fa13f9b-04b1-5140-92d1-34d24fc8e3a8,7b53754b-34cb-5caa-bd5d-074bf0bff058,5fa13f9b,7b53754b,ontask,ontask,1,guardian,guardian,The user is browsing files in a folder.,Using an AI coding assistant (Cursor IDE) to review code changes and chat about development tasks.,0.766054,0.484375,0.281679
3f304421-40f7-5a0f-88f9-15e514c25442,7b53754b-34cb-5caa-bd5d-074bf0bff058,3f304421,7b53754b,ontask,ontask,1,session,guardian,using ChatGPT,Using an AI coding assistant (Cursor IDE) to review code changes and chat about development tasks.,0.765581,0.515625,0.249956
61a4072b-3d43-5942-a0c8-798559da0890,ffc8db33-1d0f-51a0-99e3-da6f730124d7,61a4072b,ffc8db33,ontask,process,0,guardian,session,Analyzing sheet music and musical structure in a Notion document,"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia",0.765385,0.484375,0.28101
710cf89d-f859-593e-a988-988f41bf6b0f,b5906b35-2308-5dd5-995c-2c657973ab47,710cf89d,b5906b35,ontask,ontask,1,guardian,guardian,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.",Coding on LeetCode,0.765263,0.6875,0.077763
5c742c5b-29ee-5b52-8d56-d342cffbf8ea,7b53754b-34cb-5caa-bd5d-074bf0bff058,5c742c5b,7b53754b,ontask,ontask,1,session,guardian,listening to music,Using an AI coding assistant (Cursor IDE) to review code changes and chat about development tasks.,0.764602,0.515625,0.248977
5fa13f9b-04b1-5140-92d1-34d24fc8e3a8,ffc8db33-1d0f-51a0-99e3-da6f730124d7,5fa13f9b,ffc8db33,ontask,process,0,guardian,session,The user is browsing files in a folder.,"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia",0.764342,0.546875,0.217467
5fa13f9b-04b1-5140-92d1-34d24fc8e3a8,aa018a39-834b-5c92-9d4d-7d262ab0a940,5fa13f9b,aa018a39,ontask,ontask,1,guardian,guardian,The user is browsing files in a folder.,Coding and running a script in a terminal,0.763965,0.484375,0.27959
9564681e-3740-56c4-aebb-e91bbe5e8984,ad5aaf5f-5a17-5eb8-bc9a-f614539a3972,9564681e,ad5aaf5f,ontask,ontask,1,guardian,guardian,Reading documentation and code,user is interacting with a blocked application or task manager,0.763133,0.59375,0.169383
ad5aaf5f-5a17-5eb8-bc9a-f614539a3972,e3548dcc-9539-5c64-9769-8a543bacffd1,ad5aaf5f,e3548dcc,ontask,entertainment,0,guardian,guardian,user is interacting with a blocked application or task manager,Reading a manga titled '青梅竹馬是墮入黑暗的聖女',0.762671,0.640625,0.122046
7b731675-22bc-5aea-97b4-6e4257cc09e7,bb6bb333-8c8f-5ea7-8de3-28f2c76b4b58,7b731675,bb6bb333,ontask,ontask,1,guardian,session,browsing files in a directory,The user is seeing a pop-up window titled 'FocusGuard Agent' with instructions in Chinese. The text indicates 'Rest ende,0.762609,0.640625,0.121984
710cf89d-f859-593e-a988-988f41bf6b0f,7b53754b-34cb-5caa-bd5d-074bf0bff058,710cf89d,7b53754b,ontask,ontask,1,guardian,guardian,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.",Using an AI coding assistant (Cursor IDE) to review code changes and chat about development tasks.,0.761825,0.5625,0.199325
82e251b1-4374-54d7-b5aa-60f5774d6a50,8330fdcc-f68b-5c52-9abf-30110fed1bae,82e251b1,8330fdcc,ontask,process,0,guardian,guardian,editing a resume in Overleaf,browsing Google,0.761484,0.578125,0.183359
5c742c5b-29ee-5b52-8d56-d342cffbf8ea,821a192e-e25b-5b99-b812-a92e3c26ede7,5c742c5b,821a192e,ontask,entertainment,0,session,guardian,listening to music,watching a youtube video,0.761404,0.609375,0.152029
5c742c5b-29ee-5b52-8d56-d342cffbf8ea,e308367d-523f-508c-ac1f-7f817ec62188,5c742c5b,e308367d,ontask,ontask,1,session,guardian,listening to music,reading an article on zenn.dev,0.761143,0.421875,0.339268
8330fdcc-f68b-5c52-9abf-30110fed1bae,9564681e-3740-56c4-aebb-e91bbe5e8984,8330fdcc,9564681e,process,ontask,0,guardian,guardian,browsing Google,Reading documentation and code,0.761013,0.5625,0.198513
5c742c5b-29ee-5b52-8d56-d342cffbf8ea,82e251b1-4374-54d7-b5aa-60f5774d6a50,5c742c5b,82e251b1,ontask,ontask,1,session,guardian,listening to music,editing a resume in Overleaf,0.760664,0.34375,0.416914
710cf89d-f859-593e-a988-988f41bf6b0f,e3548dcc-9539-5c64-9769-8a543bacffd1,710cf89d,e3548dcc,ontask,entertainment,0,guardian,guardian,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.",Reading a manga titled '青梅竹馬是墮入黑暗的聖女',0.760468,0.703125,0.057343
c2c524d7-8d74-50f7-b4ef-3bb6b946ae82,e2da4cd4-88ce-57ef-b228-e44d2babaaaa,c2c524d7,e2da4cd4,ontask,ontask,1,guardian,guardian,"The user is on the LeetCode website, working on a coding problem titled ""189. Rotate Array"". A secondary window, titled ",browsing a comment section on a website,0.759939,0.25,0.509939
eaa1fff2-4e54-5189-b894-6d46d636db4e,ffc8db33-1d0f-51a0-99e3-da6f730124d7,eaa1fff2,ffc8db33,entertainment,process,0,guardian,session,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps","The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia",0.759562,0.484375,0.275187
8fae381b-b939-561a-9b10-8ef4c18f1717,c2c524d7-8d74-50f7-b4ef-3bb6b946ae82,8fae381b,c2c524d7,ontask,ontask,1,guardian,guardian,"The user is working in a code editor (Cursor/VS Code) with multiple panels showing Python code, terminal logs, and docum","The user is on the LeetCode website, working on a coding problem titled ""189. Rotate Array"". A secondary window, titled ",0.759065,0.5,0.259065
8fae381b-b939-561a-9b10-8ef4c18f1717,f543a490-cbee-51af-a579-2a0759c93f0f,8fae381b,f543a490,ontask,ontask,1,guardian,session,"The user is working in a code editor (Cursor/VS Code) with multiple panels showing Python code, terminal logs, and docum",shopping online,0.758514,0.5,0.258514
bb6bb333-8c8f-5ea7-8de3-28f2c76b4b58,eaa1fff2-4e54-5189-b894-6d46d636db4e,bb6bb333,eaa1fff2,ontask,entertainment,0,session,guardian,The user is seeing a pop-up window titled 'FocusGuard Agent' with instructions in Chinese. The text indicates 'Rest ende,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps",0.757575,0.671875,0.0857
7b53754b-34cb-5caa-bd5d-074bf0bff058,e3548dcc-9539-5c64-9769-8a543bacffd1,7b53754b,e3548dcc,ontask,entertainment,0,guardian,guardian,Using an AI coding assistant (Cursor IDE) to review code changes and chat about development tasks.,Reading a manga titled '青梅竹馬是墮入黑暗的聖女',0.756775,0.484375,0.2724
ad5aaf5f-5a17-5eb8-bc9a-f614539a3972,e2da4cd4-88ce-57ef-b228-e44d2babaaaa,ad5aaf5f,e2da4cd4,ontask,ontask,1,guardian,guardian,user is interacting with a blocked application or task manager,browsing a comment section on a website,0.756614,0.640625,0.115989
94d26614-4322-5882-b6e9-83f76884af64,e308367d-523f-508c-ac1f-7f817ec62188,94d26614,e308367d,ontask,ontask,1,guardian,guardian,Browsing files in a folder named '01 Research',reading an article on zenn.dev,0.756459,0.53125,0.225209
821a192e-e25b-5b99-b812-a92e3c26ede7,f543a490-cbee-51af-a579-2a0759c93f0f,821a192e,f543a490,entertainment,ontask,0,guardian,session,watching a youtube video,shopping online,0.756285,0.703125,0.05316
b6206d50-c064-5090-8102-73c4b04213e5,e308367d-523f-508c-ac1f-7f817ec62188,b6206d50,e308367d,ontask,ontask,1,guardian,guardian,Working in a code editor (VS Code) dealing with a connection error and viewing technical documentation.,reading an article on zenn.dev,0.756026,0.375,0.381026
3f304421-40f7-5a0f-88f9-15e514c25442,61a4072b-3d43-5942-a0c8-798559da0890,3f304421,61a4072b,ontask,ontask,1,session,guardian,using ChatGPT,Analyzing sheet music and musical structure in a Notion document,0.755595,0.53125,0.224345
61a4072b-3d43-5942-a0c8-798559da0890,7b731675-22bc-5aea-97b4-6e4257cc09e7,61a4072b,7b731675,ontask,ontask,1,guardian,guardian,Analyzing sheet music and musical structure in a Notion document,browsing files in a directory,0.755461,0.625,0.130461
e2da4cd4-88ce-57ef-b228-e44d2babaaaa,e3548dcc-9539-5c64-9769-8a543bacffd1,e2da4cd4,e3548dcc,ontask,entertainment,0,guardian,guardian,browsing a comment section on a website,Reading a manga titled '青梅竹馬是墮入黑暗的聖女',0.754833,0.65625,0.098583
b965f93d-4db1-5564-9979-60b274deb859,e3548dcc-9539-5c64-9769-8a543bacffd1,b965f93d,e3548dcc,entertainment,entertainment,1,guardian,guardian,Browsing an adult website with many thumbnail images of adult content.,Reading a manga titled '青梅竹馬是墮入黑暗的聖女',0.754028,0.5,0.254028
3f304421-40f7-5a0f-88f9-15e514c25442,e3548dcc-9539-5c64-9769-8a543bacffd1,3f304421,e3548dcc,ontask,entertainment,0,session,guardian,using ChatGPT,Reading a manga titled '青梅竹馬是墮入黑暗的聖女',0.753937,0.6875,0.066437
5c742c5b-29ee-5b52-8d56-d342cffbf8ea,8d1602df-d44b-56ed-a191-89ccd5740198,5c742c5b,8d1602df,ontask,entertainment,0,session,guardian,listening to music,Watching a YouTube video with subtitles and a streamer in the corner.,0.753721,0.609375,0.144346
aa018a39-834b-5c92-9d4d-7d262ab0a940,eaa1fff2-4e54-5189-b894-6d46d636db4e,aa018a39,eaa1fff2,ontask,entertainment,0,guardian,guardian,Coding and running a script in a terminal,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps",0.753033,0.578125,0.174908
ad5aaf5f-5a17-5eb8-bc9a-f614539a3972,eaa1fff2-4e54-5189-b894-6d46d636db4e,ad5aaf5f,eaa1fff2,ontask,entertainment,0,guardian,guardian,user is interacting with a blocked application or task manager,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps",0.75286,0.640625,0.112235
9564681e-3740-56c4-aebb-e91bbe5e8984,eaa1fff2-4e54-5189-b894-6d46d636db4e,9564681e,eaa1fff2,ontask,entertainment,0,guardian,guardian,Reading documentation and code,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps",0.752751,0.578125,0.174626
8330fdcc-f68b-5c52-9abf-30110fed1bae,b5906b35-2308-5dd5-995c-2c657973ab47,8330fdcc,b5906b35,process,ontask,0,guardian,guardian,browsing Google,Coding on LeetCode,0.752384,0.53125,0.221134
e3548dcc-9539-5c64-9769-8a543bacffd1,ffc8db33-1d0f-51a0-99e3-da6f730124d7,e3548dcc,ffc8db33,entertainment,process,0,guardian,session,Reading a manga titled '青梅竹馬是墮入黑暗的聖女',"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia",0.752234,0.453125,0.299109
710cf89d-f859-593e-a988-988f41bf6b0f,e2da4cd4-88ce-57ef-b228-e44d2babaaaa,710cf89d,e2da4cd4,ontask,ontask,1,guardian,guardian,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.",browsing a comment section on a website,0.75173,0.484375,0.267355
5fa13f9b-04b1-5140-92d1-34d24fc8e3a8,710cf89d-f859-593e-a988-988f41bf6b0f,5fa13f9b,710cf89d,ontask,ontask,1,guardian,guardian,The user is browsing files in a folder.,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.",0.751677,0.359375,0.392302
5fa13f9b-04b1-5140-92d1-34d24fc8e3a8,c2c524d7-8d74-50f7-b4ef-3bb6b946ae82,5fa13f9b,c2c524d7,ontask,ontask,1,guardian,guardian,The user is browsing files in a folder.,"The user is on the LeetCode website, working on a coding problem titled ""189. Rotate Array"". A secondary window, titled ",0.751668,0.5625,0.189168
8330fdcc-f68b-5c52-9abf-30110fed1bae,bb6bb333-8c8f-5ea7-8de3-28f2c76b4b58,8330fdcc,bb6bb333,process,ontask,0,guardian,session,browsing Google,The user is seeing a pop-up window titled 'FocusGuard Agent' with instructions in Chinese. The text indicates 'Rest ende,0.75137,0.5625,0.18887
5fa13f9b-04b1-5140-92d1-34d24fc8e3a8,9564681e-3740-56c4-aebb-e91bbe5e8984,5fa13f9b,9564681e,ontask,ontask,1,guardian,guardian,The user is browsing files in a folder.,Reading documentation and code,0.751073,0.296875,0.454198
cace9eff-0bc6-5744-b39c-7c4d64f48c38,de3069f6-79ac-5020-b5c8-aa7cbb97e11d,cace9eff,de3069f6,entertainment,entertainment,1,guardian,guardian,Watching a YouTube video of someone playing a video game (Expedition 33),Watching a video game stream (Baldur's Gate 3),0.750749,0.5625,0.188249
b5906b35-2308-5dd5-995c-2c657973ab47,e308367d-523f-508c-ac1f-7f817ec62188,b5906b35,e308367d,ontask,ontask,1,guardian,guardian,Coding on LeetCode,reading an article on zenn.dev,0.750489,0.59375,0.156739
821a192e-e25b-5b99-b812-a92e3c26ede7,c2c524d7-8d74-50f7-b4ef-3bb6b946ae82,821a192e,c2c524d7,entertainment,ontask,0,guardian,guardian,watching a youtube video,"The user is on the LeetCode website, working on a coding problem titled ""189. Rotate Array"". A secondary window, titled ",0.74993,0.671875,0.078055
5fa13f9b-04b1-5140-92d1-34d24fc8e3a8,f543a490-cbee-51af-a579-2a0759c93f0f,5fa13f9b,f543a490,ontask,ontask,1,guardian,session,The user is browsing files in a folder.,shopping online,0.749451,0.5,0.249451
37433e1f-7e78-52bb-af11-18977670613a,9564681e-3740-56c4-aebb-e91bbe5e8984,37433e1f,9564681e,ontask,ontask,1,guardian,guardian,Using ChatGPT to write an email,Reading documentation and code,0.749136,0.59375,0.155386
61a4072b-3d43-5942-a0c8-798559da0890,9564681e-3740-56c4-aebb-e91bbe5e8984,61a4072b,9564681e,ontask,ontask,1,guardian,guardian,Analyzing sheet music and musical structure in a Notion document,Reading documentation and code,0.748357,0.453125,0.295232
7b53754b-34cb-5caa-bd5d-074bf0bff058,8c0d8dba-5ca5-57d3-b833-d15dd082223e,7b53754b,8c0d8dba,ontask,entertainment,0,guardian,guardian,Using an AI coding assistant (Cursor IDE) to review code changes and chat about development tasks.,reading a novel,0.748189,0.4375,0.310689
e3548dcc-9539-5c64-9769-8a543bacffd1,f543a490-cbee-51af-a579-2a0759c93f0f,e3548dcc,f543a490,entertainment,ontask,0,guardian,session,Reading a manga titled '青梅竹馬是墮入黑暗的聖女',shopping online,0.74818,0.625,0.12318
8c0d8dba-5ca5-57d3-b833-d15dd082223e,ad5aaf5f-5a17-5eb8-bc9a-f614539a3972,8c0d8dba,ad5aaf5f,entertainment,ontask,0,guardian,guardian,reading a novel,user is interacting with a blocked application or task manager,0.746593,0.46875,0.277843
710cf89d-f859-593e-a988-988f41bf6b0f,bb6bb333-8c8f-5ea7-8de3-28f2c76b4b58,710cf89d,bb6bb333,ontask,ontask,1,guardian,session,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.",The user is seeing a pop-up window titled 'FocusGuard Agent' with instructions in Chinese. The text indicates 'Rest ende,0.746309,0.625,0.121309
3f304421-40f7-5a0f-88f9-15e514c25442,b5906b35-2308-5dd5-995c-2c657973ab47,3f304421,b5906b35,ontask,ontask,1,session,guardian,using ChatGPT,Coding on LeetCode,0.746299,0.703125,0.043174
5c742c5b-29ee-5b52-8d56-d342cffbf8ea,e3548dcc-9539-5c64-9769-8a543bacffd1,5c742c5b,e3548dcc,ontask,entertainment,0,session,guardian,listening to music,Reading a manga titled '青梅竹馬是墮入黑暗的聖女',0.745978,0.5625,0.183478
5c742c5b-29ee-5b52-8d56-d342cffbf8ea,8fae381b-b939-561a-9b10-8ef4c18f1717,5c742c5b,8fae381b,ontask,ontask,1,session,guardian,listening to music,"The user is working in a code editor (Cursor/VS Code) with multiple panels showing Python code, terminal logs, and docum",0.745892,0.46875,0.277142
ad5aaf5f-5a17-5eb8-bc9a-f614539a3972,ffc8db33-1d0f-51a0-99e3-da6f730124d7,ad5aaf5f,ffc8db33,ontask,process,0,guardian,session,user is interacting with a blocked application or task manager,"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia",0.744883,0.375,0.369883
37433e1f-7e78-52bb-af11-18977670613a,b6206d50-c064-5090-8102-73c4b04213e5,37433e1f,b6206d50,ontask,ontask,1,guardian,guardian,Using ChatGPT to write an email,Working in a code editor (VS Code) dealing with a connection error and viewing technical documentation.,0.744809,0.625,0.119809
e2da4cd4-88ce-57ef-b228-e44d2babaaaa,eaa1fff2-4e54-5189-b894-6d46d636db4e,e2da4cd4,eaa1fff2,ontask,entertainment,0,guardian,guardian,browsing a comment section on a website,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps",0.744778,0.5625,0.182278
37433e1f-7e78-52bb-af11-18977670613a,61a4072b-3d43-5942-a0c8-798559da0890,37433e1f,61a4072b,ontask,ontask,1,guardian,guardian,Using ChatGPT to write an email,Analyzing sheet music and musical structure in a Notion document,0.742605,0.546875,0.19573
8330fdcc-f68b-5c52-9abf-30110fed1bae,ad5aaf5f-5a17-5eb8-bc9a-f614539a3972,8330fdcc,ad5aaf5f,process,ontask,0,guardian,guardian,browsing Google,user is interacting with a blocked application or task manager,0.741518,0.625,0.116518
61a4072b-3d43-5942-a0c8-798559da0890,82e251b1-4374-54d7-b5aa-60f5774d6a50,61a4072b,82e251b1,ontask,ontask,1,guardian,guardian,Analyzing sheet music and musical structure in a Notion document,editing a resume in Overleaf,0.741385,0.34375,0.397635
aa018a39-834b-5c92-9d4d-7d262ab0a940,e3548dcc-9539-5c64-9769-8a543bacffd1,aa018a39,e3548dcc,ontask,entertainment,0,guardian,guardian,Coding and running a script in a terminal,Reading a manga titled '青梅竹馬是墮入黑暗的聖女',0.7408,0.546875,0.193925
94d26614-4322-5882-b6e9-83f76884af64,ffc8db33-1d0f-51a0-99e3-da6f730124d7,94d26614,ffc8db33,ontask,process,0,guardian,session,Browsing files in a folder named '01 Research',"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia",0.740545,0.6875,0.053045
bb6bb333-8c8f-5ea7-8de3-28f2c76b4b58,c2c524d7-8d74-50f7-b4ef-3bb6b946ae82,bb6bb333,c2c524d7,ontask,ontask,1,session,guardian,The user is seeing a pop-up window titled 'FocusGuard Agent' with instructions in Chinese. The text indicates 'Rest ende,"The user is on the LeetCode website, working on a coding problem titled ""189. Rotate Array"". A secondary window, titled ",0.74024,0.546875,0.193365
446429a3-e27c-5596-89b7-1cc4f3387044,5c742c5b-29ee-5b52-8d56-d342cffbf8ea,446429a3,5c742c5b,ontask,ontask,1,guardian,session,Viewing sheet music and listening to a song on MuseScore,listening to music,0.739726,0.484375,0.255351
82e251b1-4374-54d7-b5aa-60f5774d6a50,eaa1fff2-4e54-5189-b894-6d46d636db4e,82e251b1,eaa1fff2,ontask,entertainment,0,guardian,guardian,editing a resume in Overleaf,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps",0.738871,0.375,0.363871
446429a3-e27c-5596-89b7-1cc4f3387044,f543a490-cbee-51af-a579-2a0759c93f0f,446429a3,f543a490,ontask,ontask,1,guardian,session,Viewing sheet music and listening to a song on MuseScore,shopping online,0.738538,0.578125,0.160413
b6206d50-c064-5090-8102-73c4b04213e5,ffc8db33-1d0f-51a0-99e3-da6f730124d7,b6206d50,ffc8db33,ontask,process,0,guardian,session,Working in a code editor (VS Code) dealing with a connection error and viewing technical documentation.,"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia",0.73813,0.46875,0.26938
5c742c5b-29ee-5b52-8d56-d342cffbf8ea,b6206d50-c064-5090-8102-73c4b04213e5,5c742c5b,b6206d50,ontask,ontask,1,session,guardian,listening to music,Working in a code editor (VS Code) dealing with a connection error and viewing technical documentation.,0.737929,0.609375,0.128554
3f304421-40f7-5a0f-88f9-15e514c25442,b6206d50-c064-5090-8102-73c4b04213e5,3f304421,b6206d50,ontask,ontask,1,session,guardian,using ChatGPT,Working in a code editor (VS Code) dealing with a connection error and viewing technical documentation.,0.736962,0.515625,0.221337
7b53754b-34cb-5caa-bd5d-074bf0bff058,8330fdcc-f68b-5c52-9abf-30110fed1bae,7b53754b,8330fdcc,ontask,process,0,guardian,guardian,Using an AI coding assistant (Cursor IDE) to review code changes and chat about development tasks.,browsing Google,0.736947,0.40625,0.330697
710cf89d-f859-593e-a988-988f41bf6b0f,8fae381b-b939-561a-9b10-8ef4c18f1717,710cf89d,8fae381b,ontask,ontask,1,guardian,guardian,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.","The user is working in a code editor (Cursor/VS Code) with multiple panels showing Python code, terminal logs, and docum",0.736677,0.578125,0.158552
b6206d50-c064-5090-8102-73c4b04213e5,eaa1fff2-4e54-5189-b894-6d46d636db4e,b6206d50,eaa1fff2,ontask,entertainment,0,guardian,guardian,Working in a code editor (VS Code) dealing with a connection error and viewing technical documentation.,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps",0.736059,0.515625,0.220434
61a4072b-3d43-5942-a0c8-798559da0890,94d26614-4322-5882-b6e9-83f76884af64,61a4072b,94d26614,ontask,ontask,1,guardian,guardian,Analyzing sheet music and musical structure in a Notion document,Browsing files in a folder named '01 Research',0.735789,0.640625,0.095164
37433e1f-7e78-52bb-af11-18977670613a,e2da4cd4-88ce-57ef-b228-e44d2babaaaa,37433e1f,e2da4cd4,ontask,ontask,1,guardian,guardian,Using ChatGPT to write an email,browsing a comment section on a website,0.735581,0.546875,0.188706
9564681e-3740-56c4-aebb-e91bbe5e8984,bb6bb333-8c8f-5ea7-8de3-28f2c76b4b58,9564681e,bb6bb333,ontask,ontask,1,guardian,session,Reading documentation and code,The user is seeing a pop-up window titled 'FocusGuard Agent' with instructions in Chinese. The text indicates 'Rest ende,0.735006,0.6875,0.047506
7b731675-22bc-5aea-97b4-6e4257cc09e7,e2da4cd4-88ce-57ef-b228-e44d2babaaaa,7b731675,e2da4cd4,ontask,ontask,1,guardian,guardian,browsing files in a directory,browsing a comment section on a website,0.734849,0.53125,0.203599
3f304421-40f7-5a0f-88f9-15e514c25442,8fae381b-b939-561a-9b10-8ef4c18f1717,3f304421,8fae381b,ontask,ontask,1,session,guardian,using ChatGPT,"The user is working in a code editor (Cursor/VS Code) with multiple panels showing Python code, terminal logs, and docum",0.7347,0.59375,0.14095
8fae381b-b939-561a-9b10-8ef4c18f1717,e3548dcc-9539-5c64-9769-8a543bacffd1,8fae381b,e3548dcc,ontask,entertainment,0,guardian,guardian,"The user is working in a code editor (Cursor/VS Code) with multiple panels showing Python code, terminal logs, and docum",Reading a manga titled '青梅竹馬是墮入黑暗的聖女',0.733807,0.5,0.233807
446429a3-e27c-5596-89b7-1cc4f3387044,c2c524d7-8d74-50f7-b4ef-3bb6b946ae82,446429a3,c2c524d7,ontask,ontask,1,guardian,guardian,Viewing sheet music and listening to a song on MuseScore,"The user is on the LeetCode website, working on a coding problem titled ""189. Rotate Array"". A secondary window, titled ",0.73334,0.515625,0.217715
3f304421-40f7-5a0f-88f9-15e514c25442,446429a3-e27c-5596-89b7-1cc4f3387044,3f304421,446429a3,ontask,ontask,1,session,guardian,using ChatGPT,Viewing sheet music and listening to a song on MuseScore,0.733251,0.578125,0.155126
61a4072b-3d43-5942-a0c8-798559da0890,710cf89d-f859-593e-a988-988f41bf6b0f,61a4072b,710cf89d,ontask,ontask,1,guardian,guardian,Analyzing sheet music and musical structure in a Notion document,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.",0.733141,0.578125,0.155016
710cf89d-f859-593e-a988-988f41bf6b0f,eaa1fff2-4e54-5189-b894-6d46d636db4e,710cf89d,eaa1fff2,ontask,entertainment,0,guardian,guardian,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.","Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps",0.732263,0.703125,0.029138
5fa13f9b-04b1-5140-92d1-34d24fc8e3a8,94d26614-4322-5882-b6e9-83f76884af64,5fa13f9b,94d26614,ontask,ontask,1,guardian,guardian,The user is browsing files in a folder.,Browsing files in a folder named '01 Research',0.731621,0.484375,0.247246
5c742c5b-29ee-5b52-8d56-d342cffbf8ea,cace9eff-0bc6-5744-b39c-7c4d64f48c38,5c742c5b,cace9eff,ontask,entertainment,0,session,guardian,listening to music,Watching a YouTube video of someone playing a video game (Expedition 33),0.73151,0.59375,0.13776
61a4072b-3d43-5942-a0c8-798559da0890,eaa1fff2-4e54-5189-b894-6d46d636db4e,61a4072b,eaa1fff2,ontask,entertainment,0,guardian,guardian,Analyzing sheet music and musical structure in a Notion document,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps",0.731445,0.59375,0.137695
5fa13f9b-04b1-5140-92d1-34d24fc8e3a8,8fae381b-b939-561a-9b10-8ef4c18f1717,5fa13f9b,8fae381b,ontask,ontask,1,guardian,guardian,The user is browsing files in a folder.,"The user is working in a code editor (Cursor/VS Code) with multiple panels showing Python code, terminal logs, and docum",0.731221,0.5,0.231221
821a192e-e25b-5b99-b812-a92e3c26ede7,8d1602df-d44b-56ed-a191-89ccd5740198,821a192e,8d1602df,entertainment,entertainment,1,guardian,guardian,watching a youtube video,Watching a YouTube video with subtitles and a streamer in the corner.,0.730825,0.46875,0.262075
37433e1f-7e78-52bb-af11-18977670613a,e308367d-523f-508c-ac1f-7f817ec62188,37433e1f,e308367d,ontask,ontask,1,guardian,guardian,Using ChatGPT to write an email,reading an article on zenn.dev,0.730515,0.53125,0.199265
