clip_cosine,phash_sim,short_a,short_b,id_a,id_b,mode_a,mode_b,human_a,human_b,ai_a,ai_b,vlm_same_label,vlm_verdict,ai_model_a,ai_model_b,activity_a,activity_b
0.744778,0.5625,e2da4cd4,eaa1fff2,e2da4cd4-88ce-57ef-b228-e44d2babaaaa,eaa1fff2-4e54-5189-b894-6d46d636db4e,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,browsing a comment section on a website,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps"". A banner showing ""OW HOW"" possibly re"
0.741518,0.625,8330fdcc,ad5aaf5f,8330fdcc-f68b-5c52-9abf-30110fed1bae,ad5aaf5f-5a17-5eb8-bc9a-f614539a3972,guardian,guardian,process,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,browsing Google,user is interacting with a blocked application or task manager
0.7408,0.546875,aa018a39,e3548dcc,aa018a39-834b-5c92-9d4d-7d262ab0a940,e3548dcc-9539-5c64-9769-8a543bacffd1,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Coding and running a script in a terminal,Reading a manga titled '青梅竹馬是墮入黑暗的聖女'
0.740545,0.6875,94d26614,ffc8db33,94d26614-4322-5882-b6e9-83f76884af64,ffc8db33-1d0f-51a0-99e3-da6f730124d7,guardian,session,ontask,process,ontask,entertainment,0,distinguished_partial,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Browsing files in a folder named '01 Research',"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia and Weblio. In the background, there ar"
0.738871,0.375,82e251b1,eaa1fff2,82e251b1-4374-54d7-b5aa-60f5774d6a50,eaa1fff2-4e54-5189-b894-6d46d636db4e,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,editing a resume in Overleaf,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps"". A banner showing ""OW HOW"" possibly re"
0.73813,0.46875,b6206d50,ffc8db33,b6206d50-c064-5090-8102-73c4b04213e5,ffc8db33-1d0f-51a0-99e3-da6f730124d7,guardian,session,ontask,process,ontask,entertainment,0,distinguished_partial,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Working in a code editor (VS Code) dealing with a connection error and viewing technical documentation.,"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia and Weblio. In the background, there ar"
0.736947,0.40625,7b53754b,8330fdcc,7b53754b-34cb-5caa-bd5d-074bf0bff058,8330fdcc-f68b-5c52-9abf-30110fed1bae,guardian,guardian,ontask,process,ontask,ontask,1,collapsed,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Using an AI coding assistant (Cursor IDE) to review code changes and chat about development tasks.,browsing Google
0.736059,0.515625,b6206d50,eaa1fff2,b6206d50-c064-5090-8102-73c4b04213e5,eaa1fff2-4e54-5189-b894-6d46d636db4e,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Working in a code editor (VS Code) dealing with a connection error and viewing technical documentation.,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps"". A banner showing ""OW HOW"" possibly re"
0.733807,0.5,8fae381b,e3548dcc,8fae381b-b939-561a-9b10-8ef4c18f1717,e3548dcc-9539-5c64-9769-8a543bacffd1,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,"The user is working in a code editor (Cursor/VS Code) with multiple panels showing Python code, terminal logs, and documentation about implementing a test mode ",Reading a manga titled '青梅竹馬是墮入黑暗的聖女'
0.732263,0.703125,710cf89d,eaa1fff2,710cf89d-f859-593e-a988-988f41bf6b0f,eaa1fff2-4e54-5189-b894-6d46d636db4e,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.","Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps"". A banner showing ""OW HOW"" possibly re"
0.73151,0.59375,5c742c5b,cace9eff,5c742c5b-29ee-5b52-8d56-d342cffbf8ea,cace9eff-0bc6-5744-b39c-7c4d64f48c38,session,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,listening to music,Watching a YouTube video of someone playing a video game (Expedition 33)
0.731445,0.59375,61a4072b,eaa1fff2,61a4072b-3d43-5942-a0c8-798559da0890,eaa1fff2-4e54-5189-b894-6d46d636db4e,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Analyzing sheet music and musical structure in a Notion document,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps"". A banner showing ""OW HOW"" possibly re"
0.729099,0.421875,8fae381b,ffc8db33,8fae381b-b939-561a-9b10-8ef4c18f1717,ffc8db33-1d0f-51a0-99e3-da6f730124d7,guardian,session,ontask,process,ontask,entertainment,0,distinguished_partial,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,"The user is working in a code editor (Cursor/VS Code) with multiple panels showing Python code, terminal logs, and documentation about implementing a test mode ","The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia and Weblio. In the background, there ar"
0.728546,0.25,5fa13f9b,eaa1fff2,5fa13f9b-04b1-5140-92d1-34d24fc8e3a8,eaa1fff2-4e54-5189-b894-6d46d636db4e,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,The user is browsing files in a folder.,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps"". A banner showing ""OW HOW"" possibly re"
0.727661,0.59375,cace9eff,f543a490,cace9eff-0bc6-5744-b39c-7c4d64f48c38,f543a490-cbee-51af-a579-2a0759c93f0f,guardian,session,entertainment,ontask,ontask,entertainment,0,distinguished_partial,qwen/qwen3.7-flash,,Watching a YouTube video of someone playing a video game (Expedition 33),shopping online
0.727424,0.46875,7b731675,e3548dcc,7b731675-22bc-5aea-97b4-6e4257cc09e7,e3548dcc-9539-5c64-9769-8a543bacffd1,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,browsing files in a directory,Reading a manga titled '青梅竹馬是墮入黑暗的聖女'
0.726953,0.421875,7b53754b,eaa1fff2,7b53754b-34cb-5caa-bd5d-074bf0bff058,eaa1fff2-4e54-5189-b894-6d46d636db4e,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Using an AI coding assistant (Cursor IDE) to review code changes and chat about development tasks.,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps"". A banner showing ""OW HOW"" possibly re"
0.726736,0.5625,bb6bb333,ffc8db33,bb6bb333-8c8f-5ea7-8de3-28f2c76b4b58,ffc8db33-1d0f-51a0-99e3-da6f730124d7,session,session,ontask,process,entertainment,entertainment,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,The user is seeing a pop-up window titled 'FocusGuard Agent' with instructions in Chinese. The text indicates 'Rest ended' and prompts the user to enter the nex,"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia and Weblio. In the background, there ar"
0.72558,0.625,8330fdcc,b6206d50,8330fdcc-f68b-5c52-9abf-30110fed1bae,b6206d50-c064-5090-8102-73c4b04213e5,guardian,guardian,process,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,browsing Google,Working in a code editor (VS Code) dealing with a connection error and viewing technical documentation.
0.723122,0.625,82e251b1,b965f93d,82e251b1-4374-54d7-b5aa-60f5774d6a50,b965f93d-4db1-5564-9979-60b274deb859,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,editing a resume in Overleaf,Browsing an adult website with many thumbnail images of adult content.
0.722931,0.40625,8fae381b,eaa1fff2,8fae381b-b939-561a-9b10-8ef4c18f1717,eaa1fff2-4e54-5189-b894-6d46d636db4e,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,"The user is working in a code editor (Cursor/VS Code) with multiple panels showing Python code, terminal logs, and documentation about implementing a test mode ","Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps"". A banner showing ""OW HOW"" possibly re"
0.722651,0.609375,8d1602df,f543a490,8d1602df-d44b-56ed-a191-89ccd5740198,f543a490-cbee-51af-a579-2a0759c93f0f,guardian,session,entertainment,ontask,ontask,entertainment,0,distinguished_partial,google/gemini-2.5-flash-lite,,Watching a YouTube video with subtitles and a streamer in the corner.,shopping online
0.722007,0.28125,710cf89d,8c0d8dba,710cf89d-f859-593e-a988-988f41bf6b0f,8c0d8dba-5ca5-57d3-b833-d15dd082223e,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.",reading a novel
0.71865,0.6875,b965f93d,e2da4cd4,b965f93d-4db1-5564-9979-60b274deb859,e2da4cd4-88ce-57ef-b228-e44d2babaaaa,guardian,guardian,entertainment,ontask,entertainment,ontask,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Browsing an adult website with many thumbnail images of adult content.,browsing a comment section on a website
0.716533,0.46875,446429a3,ffc8db33,446429a3-e27c-5596-89b7-1cc4f3387044,ffc8db33-1d0f-51a0-99e3-da6f730124d7,guardian,session,ontask,process,ontask,entertainment,0,distinguished_partial,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Viewing sheet music and listening to a song on MuseScore,"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia and Weblio. In the background, there ar"
0.715832,0.65625,821a192e,ffc8db33,821a192e-e25b-5b99-b812-a92e3c26ede7,ffc8db33-1d0f-51a0-99e3-da6f730124d7,guardian,session,entertainment,process,ontask,entertainment,0,distinguished_partial,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,watching a youtube video,"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia and Weblio. In the background, there ar"
0.715686,0.671875,8330fdcc,e3548dcc,8330fdcc-f68b-5c52-9abf-30110fed1bae,e3548dcc-9539-5c64-9769-8a543bacffd1,guardian,guardian,process,entertainment,ontask,entertainment,0,distinguished_partial,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,browsing Google,Reading a manga titled '青梅竹馬是墮入黑暗的聖女'
0.71537,0.4375,8fae381b,b965f93d,8fae381b-b939-561a-9b10-8ef4c18f1717,b965f93d-4db1-5564-9979-60b274deb859,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,"The user is working in a code editor (Cursor/VS Code) with multiple panels showing Python code, terminal logs, and documentation about implementing a test mode ",Browsing an adult website with many thumbnail images of adult content.
0.713732,0.703125,b5906b35,eaa1fff2,b5906b35-2308-5dd5-995c-2c657973ab47,eaa1fff2-4e54-5189-b894-6d46d636db4e,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Coding on LeetCode,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps"". A banner showing ""OW HOW"" possibly re"
0.711372,0.671875,3f304421,821a192e,3f304421-40f7-5a0f-88f9-15e514c25442,821a192e-e25b-5b99-b812-a92e3c26ede7,session,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,using ChatGPT,watching a youtube video
0.709908,0.59375,37433e1f,821a192e,37433e1f-7e78-52bb-af11-18977670613a,821a192e-e25b-5b99-b812-a92e3c26ede7,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Using ChatGPT to write an email,watching a youtube video
0.708545,0.765625,37433e1f,e3548dcc,37433e1f-7e78-52bb-af11-18977670613a,e3548dcc-9539-5c64-9769-8a543bacffd1,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Using ChatGPT to write an email,Reading a manga titled '青梅竹馬是墮入黑暗的聖女'
0.707463,0.390625,8c0d8dba,8fae381b,8c0d8dba-5ca5-57d3-b833-d15dd082223e,8fae381b-b939-561a-9b10-8ef4c18f1717,guardian,guardian,entertainment,ontask,entertainment,ontask,0,distinguished_correct,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,reading a novel,"The user is working in a code editor (Cursor/VS Code) with multiple panels showing Python code, terminal logs, and documentation about implementing a test mode "
0.706834,0.484375,8330fdcc,8fae381b,8330fdcc-f68b-5c52-9abf-30110fed1bae,8fae381b-b939-561a-9b10-8ef4c18f1717,guardian,guardian,process,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,browsing Google,"The user is working in a code editor (Cursor/VS Code) with multiple panels showing Python code, terminal logs, and documentation about implementing a test mode "
0.706163,0.703125,61a4072b,8330fdcc,61a4072b-3d43-5942-a0c8-798559da0890,8330fdcc-f68b-5c52-9abf-30110fed1bae,guardian,guardian,ontask,process,ontask,ontask,1,collapsed,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Analyzing sheet music and musical structure in a Notion document,browsing Google
0.70376,0.53125,8d1602df,ffc8db33,8d1602df-d44b-56ed-a191-89ccd5740198,ffc8db33-1d0f-51a0-99e3-da6f730124d7,guardian,session,entertainment,process,ontask,entertainment,0,distinguished_partial,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Watching a YouTube video with subtitles and a streamer in the corner.,"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia and Weblio. In the background, there ar"
0.703532,0.34375,bb6bb333,c1d0b2a7,bb6bb333-8c8f-5ea7-8de3-28f2c76b4b58,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,session,guardian,ontask,process,entertainment,ontask,0,distinguished_partial,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,The user is seeing a pop-up window titled 'FocusGuard Agent' with instructions in Chinese. The text indicates 'Rest ended' and prompts the user to enter the nex,"Lock screen with time, date, weather, and wallpaper options"
0.701914,0.578125,37433e1f,ea373ba7,37433e1f-7e78-52bb-af11-18977670613a,ea373ba7-f95b-5d22-a163-0df3518581f3,guardian,session,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Using ChatGPT to write an email,watching youtube video
0.70051,0.578125,cace9eff,ffc8db33,cace9eff-0bc6-5744-b39c-7c4d64f48c38,ffc8db33-1d0f-51a0-99e3-da6f730124d7,guardian,session,entertainment,process,ontask,entertainment,0,distinguished_partial,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Watching a YouTube video of someone playing a video game (Expedition 33),"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia and Weblio. In the background, there ar"
0.699905,0.390625,5c742c5b,8c0d8dba,5c742c5b-29ee-5b52-8d56-d342cffbf8ea,8c0d8dba-5ca5-57d3-b833-d15dd082223e,session,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,listening to music,reading a novel
0.697767,0.34375,8c0d8dba,aa018a39,8c0d8dba-5ca5-57d3-b833-d15dd082223e,aa018a39-834b-5c92-9d4d-7d262ab0a940,guardian,guardian,entertainment,ontask,entertainment,ontask,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,reading a novel,Coding and running a script in a terminal
0.697307,0.546875,7b53754b,b965f93d,7b53754b-34cb-5caa-bd5d-074bf0bff058,b965f93d-4db1-5564-9979-60b274deb859,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Using an AI coding assistant (Cursor IDE) to review code changes and chat about development tasks.,Browsing an adult website with many thumbnail images of adult content.
0.695919,0.609375,b965f93d,e308367d,b965f93d-4db1-5564-9979-60b274deb859,e308367d-523f-508c-ac1f-7f817ec62188,guardian,guardian,entertainment,ontask,entertainment,ontask,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Browsing an adult website with many thumbnail images of adult content.,reading an article on zenn.dev
0.695269,0.671875,9564681e,e3548dcc,9564681e-3740-56c4-aebb-e91bbe5e8984,e3548dcc-9539-5c64-9769-8a543bacffd1,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Reading documentation and code,Reading a manga titled '青梅竹馬是墮入黑暗的聖女'
0.694929,0.578125,446429a3,eaa1fff2,446429a3-e27c-5596-89b7-1cc4f3387044,eaa1fff2-4e54-5189-b894-6d46d636db4e,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Viewing sheet music and listening to a song on MuseScore,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps"". A banner showing ""OW HOW"" possibly re"
0.694269,0.609375,3f304421,8d1602df,3f304421-40f7-5a0f-88f9-15e514c25442,8d1602df-d44b-56ed-a191-89ccd5740198,session,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,using ChatGPT,Watching a YouTube video with subtitles and a streamer in the corner.
0.693842,0.5,8330fdcc,8c0d8dba,8330fdcc-f68b-5c52-9abf-30110fed1bae,8c0d8dba-5ca5-57d3-b833-d15dd082223e,guardian,guardian,process,entertainment,ontask,entertainment,0,distinguished_partial,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,browsing Google,reading a novel
0.69338,0.578125,7b731675,821a192e,7b731675-22bc-5aea-97b4-6e4257cc09e7,821a192e-e25b-5b99-b812-a92e3c26ede7,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,browsing files in a directory,watching a youtube video
0.69133,0.203125,3f304421,8c0d8dba,3f304421-40f7-5a0f-88f9-15e514c25442,8c0d8dba-5ca5-57d3-b833-d15dd082223e,session,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,using ChatGPT,reading a novel
0.691258,0.65625,821a192e,aa018a39,821a192e-e25b-5b99-b812-a92e3c26ede7,aa018a39-834b-5c92-9d4d-7d262ab0a940,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,watching a youtube video,Coding and running a script in a terminal
0.691127,0.515625,8d1602df,e2da4cd4,8d1602df-d44b-56ed-a191-89ccd5740198,e2da4cd4-88ce-57ef-b228-e44d2babaaaa,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Watching a YouTube video with subtitles and a streamer in the corner.,browsing a comment section on a website
0.691032,0.625,c2c524d7,cace9eff,c2c524d7-8d74-50f7-b4ef-3bb6b946ae82,cace9eff-0bc6-5744-b39c-7c4d64f48c38,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,"The user is on the LeetCode website, working on a coding problem titled ""189. Rotate Array"". A secondary window, titled ""FocusGuard Agent"", is also visible, dis",Watching a YouTube video of someone playing a video game (Expedition 33)
0.68825,0.59375,821a192e,9564681e,821a192e-e25b-5b99-b812-a92e3c26ede7,9564681e-3740-56c4-aebb-e91bbe5e8984,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,watching a youtube video,Reading documentation and code
0.686427,0.3125,5fa13f9b,e3548dcc,5fa13f9b-04b1-5140-92d1-34d24fc8e3a8,e3548dcc-9539-5c64-9769-8a543bacffd1,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,The user is browsing files in a folder.,Reading a manga titled '青梅竹馬是墮入黑暗的聖女'
0.685888,0.65625,710cf89d,821a192e,710cf89d-f859-593e-a988-988f41bf6b0f,821a192e-e25b-5b99-b812-a92e3c26ede7,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.",watching a youtube video
0.68586,0.671875,61a4072b,821a192e,61a4072b-3d43-5942-a0c8-798559da0890,821a192e-e25b-5b99-b812-a92e3c26ede7,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Analyzing sheet music and musical structure in a Notion document,watching a youtube video
0.685748,0.515625,94d26614,e3548dcc,94d26614-4322-5882-b6e9-83f76884af64,e3548dcc-9539-5c64-9769-8a543bacffd1,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Browsing files in a folder named '01 Research',Reading a manga titled '青梅竹馬是墮入黑暗的聖女'
0.683653,0.375,c1d0b2a7,e308367d,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,e308367d-523f-508c-ac1f-7f817ec62188,guardian,guardian,process,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,"Lock screen with time, date, weather, and wallpaper options",reading an article on zenn.dev
0.68134,0.234375,8c0d8dba,f543a490,8c0d8dba-5ca5-57d3-b833-d15dd082223e,f543a490-cbee-51af-a579-2a0759c93f0f,guardian,session,entertainment,ontask,entertainment,entertainment,1,collapsed,google/gemini-2.5-flash-lite,,reading a novel,shopping online
0.680538,0.53125,4c16ed91,e2da4cd4,4c16ed91-10cb-5fcd-90da-79eb1baceb33,e2da4cd4-88ce-57ef-b228-e44d2babaaaa,guardian,guardian,entertainment,ontask,entertainment,ontask,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,reading manga for entertainment,browsing a comment section on a website
0.680138,0.671875,ad5aaf5f,b965f93d,ad5aaf5f-5a17-5eb8-bc9a-f614539a3972,b965f93d-4db1-5564-9979-60b274deb859,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,user is interacting with a blocked application or task manager,Browsing an adult website with many thumbnail images of adult content.
0.67582,0.5625,446429a3,8330fdcc,446429a3-e27c-5596-89b7-1cc4f3387044,8330fdcc-f68b-5c52-9abf-30110fed1bae,guardian,guardian,ontask,process,ontask,ontask,1,collapsed,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Viewing sheet music and listening to a song on MuseScore,browsing Google
0.674191,0.5,5c742c5b,ea373ba7,5c742c5b-29ee-5b52-8d56-d342cffbf8ea,ea373ba7-f95b-5d22-a163-0df3518581f3,session,session,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,listening to music,watching youtube video
0.672079,0.65625,446429a3,821a192e,446429a3-e27c-5596-89b7-1cc4f3387044,821a192e-e25b-5b99-b812-a92e3c26ede7,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Viewing sheet music and listening to a song on MuseScore,watching a youtube video
0.671646,0.71875,8c0d8dba,c1d0b2a7,8c0d8dba-5ca5-57d3-b833-d15dd082223e,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,guardian,guardian,entertainment,process,entertainment,ontask,0,distinguished_partial,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,reading a novel,"Lock screen with time, date, weather, and wallpaper options"
0.671409,0.65625,37433e1f,8d1602df,37433e1f-7e78-52bb-af11-18977670613a,8d1602df-d44b-56ed-a191-89ccd5740198,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Using ChatGPT to write an email,Watching a YouTube video with subtitles and a streamer in the corner.
0.670687,0.421875,c1d0b2a7,e3548dcc,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,e3548dcc-9539-5c64-9769-8a543bacffd1,guardian,guardian,process,entertainment,ontask,entertainment,0,distinguished_partial,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,"Lock screen with time, date, weather, and wallpaper options",Reading a manga titled '青梅竹馬是墮入黑暗的聖女'
0.669401,0.53125,3f304421,cace9eff,3f304421-40f7-5a0f-88f9-15e514c25442,cace9eff-0bc6-5744-b39c-7c4d64f48c38,session,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,using ChatGPT,Watching a YouTube video of someone playing a video game (Expedition 33)
0.669304,0.421875,8c0d8dba,c2c524d7,8c0d8dba-5ca5-57d3-b833-d15dd082223e,c2c524d7-8d74-50f7-b4ef-3bb6b946ae82,guardian,guardian,entertainment,ontask,entertainment,ontask,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,reading a novel,"The user is on the LeetCode website, working on a coding problem titled ""189. Rotate Array"". A secondary window, titled ""FocusGuard Agent"", is also visible, dis"
0.668084,0.578125,bb6bb333,ea373ba7,bb6bb333-8c8f-5ea7-8de3-28f2c76b4b58,ea373ba7-f95b-5d22-a163-0df3518581f3,session,session,ontask,entertainment,entertainment,ontask,0,distinguished_partial,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,The user is seeing a pop-up window titled 'FocusGuard Agent' with instructions in Chinese. The text indicates 'Rest ended' and prompts the user to enter the nex,watching youtube video
0.667741,0.421875,7b731675,8c0d8dba,7b731675-22bc-5aea-97b4-6e4257cc09e7,8c0d8dba-5ca5-57d3-b833-d15dd082223e,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,browsing files in a directory,reading a novel
0.6676,0.34375,8c0d8dba,ffc8db33,8c0d8dba-5ca5-57d3-b833-d15dd082223e,ffc8db33-1d0f-51a0-99e3-da6f730124d7,guardian,session,entertainment,process,entertainment,entertainment,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,reading a novel,"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia and Weblio. In the background, there ar"
0.666133,0.5,ad5aaf5f,c1d0b2a7,ad5aaf5f-5a17-5eb8-bc9a-f614539a3972,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,guardian,guardian,ontask,process,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,user is interacting with a blocked application or task manager,"Lock screen with time, date, weather, and wallpaper options"
